area,header,class,method,method_line,method_static,method_status,matched_capi,triage,priority,next_phase,residual_kind,signature,note
modules/svg,modules/svg/include/SkSVGClipPath.h,SkSVGClipPath,resolveClip,7,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,SkPath resolveClip(const SkSVGRenderContext&) const;,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGContainer.h,SkSVGContainer,appendChild,7,no,missing,,real_gap,P2,Phase 14 callback/provider,design_required,void appendChild(sk_sp<SkSVGNode>) override;,Standalone SVG node ownership and child transfer need a node owner model before exposing appendChild
modules/svg,modules/svg/include/SkSVGDefs.h,SkSVGDefs,Make,6,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGDefs> Make() { return sk_sp<SkSVGDefs>(new SkSVGDefs()); },
modules/svg,modules/svg/include/SkSVGEllipse.h,SkSVGEllipse,Make,9,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGEllipse> Make() { return sk_sp<SkSVGEllipse>(new SkSVGEllipse()); },
modules/svg,modules/svg/include/SkSVGEllipse.h,SkSVGEllipse,SVG_ATTR,9,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(Cx, SkSVGLength, SkSVGLength(0)) SVG_ATTR(Cy, SkSVGLength, SkSVGLength(0)) SVG_ATTR(Rx, SkSVGLength, SkSVGLength(0)) SVG_ATTR(Ry, SkSVGLength, SkSVGLength(0)) protected: bool parseAndSetAttribute(const char*, const char*) override;",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGEllipse.h,SkSVGEllipse,onDraw,9,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"void onDraw(SkCanvas*, const SkSVGLengthContext&, const SkPaint&, SkPathFillType) const override;",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGEllipse.h,SkSVGEllipse,onAsPath,9,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,SkPath onAsPath(const SkSVGRenderContext&) const override;,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFe.h,SkSVGFe,IsFilterEffect,10,yes,missing,SkSVGFeInputType_delete|SkSVGFeInputType_equals|SkSVGFeInputType_id|SkSVGFeInputType_newWithId|SkSVGFeInputType_newWithType|SkSVGFeInputType_notEquals|SkSVGFeInputType_type|SkSVGFeTurbulenceBaseFrequency_delete,real_gap,P3,Phase 9 optional,tracked,static bool IsFilterEffect(const sk_sp<SkSVGNode>& node) { switch (node->tag()) { case SkSVGTag::kFeBlend: case SkSVGTag::kFeColorMatrix: case SkSVGTag::kFeComposite: case SkSVGTag::kFeDiffuseLighting: case SkSVGTag::kFeDisplacementMap: cas,
modules/svg,modules/svg/include/SkSVGFe.h,SkSVGFe,makeImageFilter,10,no,false_positive,SkSVGFeInputType_delete|SkSVGFeInputType_equals|SkSVGFeInputType_id|SkSVGFeInputType_newWithId|SkSVGFeInputType_newWithType|SkSVGFeInputType_notEquals|SkSVGFeInputType_type|SkSVGFeTurbulenceBaseFrequency_delete,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"sk_sp<SkImageFilter> makeImageFilter(const SkSVGRenderContext& ctx, const SkSVGFilterContext& fctx) const;",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFe.h,SkSVGFe,resolveFilterSubregion,10,no,false_positive,SkSVGFeInputType_delete|SkSVGFeInputType_equals|SkSVGFeInputType_id|SkSVGFeInputType_newWithId|SkSVGFeInputType_newWithType|SkSVGFeInputType_notEquals|SkSVGFeInputType_type|SkSVGFeTurbulenceBaseFrequency_delete,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"SkRect resolveFilterSubregion(const SkSVGRenderContext&, const SkSVGFilterContext&) const;",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFe.h,SkSVGFe,resolveColorspace,10,no,false_positive,SkSVGFeInputType_delete|SkSVGFeInputType_equals|SkSVGFeInputType_id|SkSVGFeInputType_newWithId|SkSVGFeInputType_newWithType|SkSVGFeInputType_notEquals|SkSVGFeInputType_type|SkSVGFeTurbulenceBaseFrequency_delete,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"virtual SkSVGColorspace resolveColorspace(const SkSVGRenderContext&, const SkSVGFilterContext&) const;",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFe.h,SkSVGFe,applyProperties,10,no,false_positive,SkSVGFeInputType_delete|SkSVGFeInputType_equals|SkSVGFeInputType_id|SkSVGFeInputType_newWithId|SkSVGFeInputType_newWithType|SkSVGFeInputType_notEquals|SkSVGFeInputType_type|SkSVGFeTurbulenceBaseFrequency_delete,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,void applyProperties(SkSVGRenderContext*) const;,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFe.h,SkSVGFe,SVG_ATTR,10,no,false_positive,SkSVGFeInputType_delete|SkSVGFeInputType_equals|SkSVGFeInputType_id|SkSVGFeInputType_newWithId|SkSVGFeInputType_newWithType|SkSVGFeInputType_notEquals|SkSVGFeInputType_type|SkSVGFeTurbulenceBaseFrequency_delete,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(In, SkSVGFeInputType, SkSVGFeInputType()) SVG_ATTR(Result, SkSVGStringType, SkSVGStringType()) SVG_OPTIONAL_ATTR(X, SkSVGLength) SVG_OPTIONAL_ATTR(Y, SkSVGLength) SVG_OPTIONAL_ATTR(Width, SkSVGLength) SVG_OPTIONAL_ATTR(Height, SkSV",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFe.h,SkSVGFe,onMakeImageFilter,10,no,false_positive,SkSVGFeInputType_delete|SkSVGFeInputType_equals|SkSVGFeInputType_id|SkSVGFeInputType_newWithId|SkSVGFeInputType_newWithType|SkSVGFeInputType_notEquals|SkSVGFeInputType_type|SkSVGFeTurbulenceBaseFrequency_delete,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"virtual sk_sp<SkImageFilter> onMakeImageFilter(const SkSVGRenderContext&, const SkSVGFilterContext&) const = 0;",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFe.h,SkSVGFe,getInputs,10,no,false_positive,SkSVGFeInputType_delete|SkSVGFeInputType_equals|SkSVGFeInputType_id|SkSVGFeInputType_newWithId|SkSVGFeInputType_newWithType|SkSVGFeInputType_notEquals|SkSVGFeInputType_type|SkSVGFeTurbulenceBaseFrequency_delete,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,virtual std::vector<SkSVGFeInputType> getInputs() const = 0;,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFe.h,SkSVGFe,parseAndSetAttribute,10,no,split_covered,SkSVGFeInputType_delete|SkSVGFeInputType_equals|SkSVGFeInputType_id|SkSVGFeInputType_newWithId|SkSVGFeInputType_newWithType|SkSVGFeInputType_notEquals|SkSVGFeInputType_type|SkSVGFeTurbulenceBaseFrequency_delete,real_gap,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"bool parseAndSetAttribute(const char*, const char*) override;",Subclass parseAndSetAttribute is exercised through generic SkSVGNode_setAttributeString on borrowed DOM nodes
modules/svg,modules/svg/include/SkSVGFeBlend.h,SkSVGFeBlend,Make,15,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGFeBlend> Make() { return sk_sp<SkSVGFeBlend>(new SkSVGFeBlend()); },
modules/svg,modules/svg/include/SkSVGFeBlend.h,SkSVGFeBlend,SVG_ATTR,15,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(Mode, Mode, Mode::kNormal) SVG_ATTR(In2, SkSVGFeInputType, SkSVGFeInputType()) protected: sk_sp<SkImageFilter> onMakeImageFilter(const SkSVGRenderContext&, const SkSVGFilterContext&) const override;",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFeBlend.h,SkSVGFeBlend,getInputs,15,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"std::vector<SkSVGFeInputType> getInputs() const override { return {this->getIn(), this->getIn2()}; }",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFeBlend.h,SkSVGFeBlend,parseAndSetAttribute,15,no,split_covered,,real_gap,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"bool parseAndSetAttribute(const char*, const char*) override;",Subclass parseAndSetAttribute is exercised through generic SkSVGNode_setAttributeString on borrowed DOM nodes
modules/svg,modules/svg/include/SkSVGFeColorMatrix.h,SkSVGFeColorMatrix,Make,8,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGFeColorMatrix> Make() { return sk_sp<SkSVGFeColorMatrix>(new SkSVGFeColorMatrix()); },
modules/svg,modules/svg/include/SkSVGFeColorMatrix.h,SkSVGFeColorMatrix,SVG_ATTR,8,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(Type, SkSVGFeColorMatrixType, SkSVGFeColorMatrixType(SkSVGFeColorMatrixType::kMatrix)) SVG_ATTR(Values, SkSVGFeColorMatrixValues, SkSVGFeColorMatrixValues()) protected: sk_sp<SkImageFilter> onMakeImageFilter(const SkSVGRenderContex",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFeColorMatrix.h,SkSVGFeColorMatrix,getInputs,8,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,std::vector<SkSVGFeInputType> getInputs() const override { return {this->getIn()}; },SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFeColorMatrix.h,SkSVGFeColorMatrix,parseAndSetAttribute,8,no,split_covered,,real_gap,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"bool parseAndSetAttribute(const char*, const char*) override;",Subclass parseAndSetAttribute is exercised through generic SkSVGNode_setAttributeString on borrowed DOM nodes
modules/svg,modules/svg/include/SkSVGFeComposite.h,SkSVGFeComposite,Make,8,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGFeComposite> Make() { return sk_sp<SkSVGFeComposite>(new SkSVGFeComposite()); },
modules/svg,modules/svg/include/SkSVGFeComposite.h,SkSVGFeComposite,SVG_ATTR,8,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(In2, SkSVGFeInputType, SkSVGFeInputType()) SVG_ATTR(K1, SkSVGNumberType, SkSVGNumberType(0)) SVG_ATTR(K2, SkSVGNumberType, SkSVGNumberType(0)) SVG_ATTR(K3, SkSVGNumberType, SkSVGNumberType(0)) SVG_ATTR(K4, SkSVGNumberType, SkSVGNum",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFeComposite.h,SkSVGFeComposite,getInputs,8,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"std::vector<SkSVGFeInputType> getInputs() const override { return {this->getIn(), this->getIn2()}; }",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFeComposite.h,SkSVGFeComposite,parseAndSetAttribute,8,no,split_covered,,real_gap,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"bool parseAndSetAttribute(const char*, const char*) override;",Subclass parseAndSetAttribute is exercised through generic SkSVGNode_setAttributeString on borrowed DOM nodes
modules/svg,modules/svg/include/SkSVGFeDisplacementMap.h,SkSVGFeDisplacementMap,Make,7,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGFeDisplacementMap> Make() { return sk_sp<SkSVGFeDisplacementMap>(new SkSVGFeDisplacementMap()); },
modules/svg,modules/svg/include/SkSVGFeDisplacementMap.h,SkSVGFeDisplacementMap,resolveColorspace,7,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"SkSVGColorspace resolveColorspace(const SkSVGRenderContext&, const SkSVGFilterContext&) const final;",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFeDisplacementMap.h,SkSVGFeDisplacementMap,SVG_ATTR,7,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(In2 , SkSVGFeInputType, SkSVGFeInputType()) SVG_ATTR(XChannelSelector, ChannelSelector , ChannelSelector::kA) SVG_ATTR(YChannelSelector, ChannelSelector , ChannelSelector::kA) SVG_ATTR(Scale , SkSVGNumberType , SkSVGNumberType(0)) ",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFeDisplacementMap.h,SkSVGFeDisplacementMap,getInputs,7,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"std::vector<SkSVGFeInputType> getInputs() const override { return {this->getIn(), this->getIn2()}; }",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFeDisplacementMap.h,SkSVGFeDisplacementMap,parseAndSetAttribute,7,no,split_covered,,real_gap,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"bool parseAndSetAttribute(const char*, const char*) override;",Subclass parseAndSetAttribute is exercised through generic SkSVGNode_setAttributeString on borrowed DOM nodes
modules/svg,modules/svg/include/SkSVGFeFlood.h,SkSVGFeFlood,Make,7,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGFeFlood> Make() { return sk_sp<SkSVGFeFlood>(new SkSVGFeFlood()); },
modules/svg,modules/svg/include/SkSVGFeGaussianBlur.h,SkSVGFeGaussianBlur,Make,12,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGFeGaussianBlur> Make() { return sk_sp<SkSVGFeGaussianBlur>(new SkSVGFeGaussianBlur()); },
modules/svg,modules/svg/include/SkSVGFeGaussianBlur.h,SkSVGFeGaussianBlur,SVG_ATTR,12,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(StdDeviation, StdDeviation, StdDeviation({0, 0})) protected: sk_sp<SkImageFilter> onMakeImageFilter(const SkSVGRenderContext&, const SkSVGFilterContext&) const override;",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFeGaussianBlur.h,SkSVGFeGaussianBlur,getInputs,12,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,std::vector<SkSVGFeInputType> getInputs() const override { return {this->getIn()}; },SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFeGaussianBlur.h,SkSVGFeGaussianBlur,parseAndSetAttribute,12,no,split_covered,,real_gap,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"bool parseAndSetAttribute(const char*, const char*) override;",Subclass parseAndSetAttribute is exercised through generic SkSVGNode_setAttributeString on borrowed DOM nodes
modules/svg,modules/svg/include/SkSVGFeImage.h,SkSVGFeImage,Make,7,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGFeImage> Make() { return sk_sp<SkSVGFeImage>(new SkSVGFeImage()); },
modules/svg,modules/svg/include/SkSVGFeImage.h,SkSVGFeImage,SVG_ATTR,7,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(Href , SkSVGIRI , SkSVGIRI()) SVG_ATTR(PreserveAspectRatio, SkSVGPreserveAspectRatio, SkSVGPreserveAspectRatio()) protected: bool parseAndSetAttribute(const char*, const char*) override;",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFeImage.h,SkSVGFeImage,onMakeImageFilter,7,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"sk_sp<SkImageFilter> onMakeImageFilter(const SkSVGRenderContext&, const SkSVGFilterContext&) const override;",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFeImage.h,SkSVGFeImage,getInputs,7,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,std::vector<SkSVGFeInputType> getInputs() const override { return {}; },SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFeLightSource.h,SkSVGFeLightSource,appendChild,8,no,missing,,real_gap,P2,Phase 14 callback/provider,design_required,"void appendChild(sk_sp<SkSVGNode>) final { SkDebugf(""cannot append child nodes to an SVG light source.\n""); }",Standalone SVG node ownership and child transfer need a node owner model before exposing appendChild
modules/svg,modules/svg/include/SkSVGFeLightSource.h,SkSVGFeDistantLight,Make,21,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGFeDistantLight> Make() { return sk_sp<SkSVGFeDistantLight>(new SkSVGFeDistantLight()); },
modules/svg,modules/svg/include/SkSVGFeLightSource.h,SkSVGFeDistantLight,computeDirection,21,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,SkPoint3 computeDirection() const;,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
